epoch;accuracy;loss;val_accuracy;val_loss
0;0.7334662675857544;1.2350751161575317;0.7473404407501221;0.6167399883270264
1;0.8222000598907471;0.4285622239112854;0.6968085169792175;0.7549174427986145
2;0.8281821012496948;0.4044927656650543;0.728723406791687;0.6958847641944885
3;0.827849805355072;0.40872663259506226;0.6728723645210266;0.6887208819389343
4;0.8325024843215942;0.38271090388298035;0.7260638475418091;0.6022825241088867
5;0.8238617777824402;0.4031285345554352;0.6941489577293396;0.6166724562644958
6;0.8258557915687561;0.41420453786849976;0.6808510422706604;0.7388749718666077
7;0.8311731219291687;0.39827051758766174;0.6728723645210266;0.7163722515106201
8;0.8305084705352783;0.38063323497772217;0.7260638475418091;0.6502029299736023
9;0.8354935050010681;0.38276922702789307;0.7632978558540344;0.5797976851463318
10;0.8371552228927612;0.37244561314582825;0.7420212626457214;0.6113368272781372
11;0.8341642022132874;0.39162594079971313;0.688829779624939;0.6418086290359497
12;0.8487869501113892;0.3649124205112457;0.7367021441459656;0.602717399597168
13;0.8364905118942261;0.38235318660736084;0.664893627166748;0.8243778347969055
14;0.8381522297859192;0.38183334469795227;0.7686170339584351;0.5005661845207214
15;0.8388168811798096;0.384334534406662;0.6835106611251831;0.74140864610672
16;0.8325024843215942;0.3860343098640442;0.7047872543334961;0.6851015090942383
17;0.8447989225387573;0.381155401468277;0.7526595592498779;0.6236398816108704
18;0.8334994912147522;0.3866128921508789;0.6994680762290955;0.8550395369529724
19;0.8285144567489624;0.39459526538848877;0.7180851101875305;0.7531760931015015
20;0.838484525680542;0.3806363344192505;0.75;0.6543513536453247
21;0.8484546542167664;0.36828500032424927;0.7553191781044006;0.6278162598609924
22;0.8471252918243408;0.3808844983577728;0.6914893388748169;0.7046557664871216
23;0.8404785394668579;0.37688156962394714;0.7180851101875305;0.582228422164917
24;0.8447989225387573;0.36960890889167786;0.6941489577293396;0.7046686410903931
25;0.8477899432182312;0.37190812826156616;0.6994680762290955;0.6330737471580505
26;0.842140257358551;0.37726399302482605;0.7260638475418091;0.6203585863113403
27;0.8401462435722351;0.38101112842559814;0.7792553305625916;0.5761485695838928
28;0.8428049087524414;0.3632703423500061;0.7313829660415649;0.6684947609901428
29;0.8371552228927612;0.3690187633037567;0.7127659320831299;0.640230119228363
30;0.8411432504653931;0.378464013338089;0.6728723645210266;0.8705447316169739
31;0.8368228673934937;0.3850192725658417;0.7260638475418091;0.6545993089675903
32;0.8311731219291687;0.3954292833805084;0.7632978558540344;0.6124996542930603
33;0.8444666266441345;0.36857494711875916;0.6835106611251831;0.6466525197029114
34;0.8411432504653931;0.37291258573532104;0.6914893388748169;0.757056474685669
35;0.8404785394668579;0.38288626074790955;0.7367021441459656;0.6932278871536255
36;0.8474576473236084;0.3824860453605652;0.7632978558540344;0.6195417642593384
37;0.8457959294319153;0.36750897765159607;0.7154255509376526;0.6891461610794067
38;0.8541043400764465;0.3564785122871399;0.7047872543334961;0.6529555916786194
39;0.8534396886825562;0.3544847369194031;0.7393617033958435;0.5617064237594604
40;0.8507809638977051;0.36753416061401367;0.6994680762290955;0.6962608098983765
41;0.8401462435722351;0.3796534836292267;0.7765957713127136;0.5267345905303955
42;0.8537720441818237;0.36211276054382324;0.728723406791687;0.646156370639801
43;0.851777970790863;0.36908477544784546;0.7473404407501221;0.5762603282928467
44;0.8560983538627625;0.35835519433021545;0.7765957713127136;0.5664048194885254
45;0.8484546542167664;0.358696848154068;0.7393617033958435;0.5373860001564026
46;0.8394815325737;0.3746429979801178;0.7420212626457214;0.6346018314361572
47;0.8507809638977051;0.3557431101799011;0.7526595592498779;0.6305060982704163
48;0.8534396886825562;0.355423241853714;0.728723406791687;0.6024525165557861
49;0.8604187369346619;0.34819531440734863;0.6914893388748169;0.8245538473129272
