epoch;accuracy;loss;val_accuracy;val_loss
0;0.8222000598907471;5.086658477783203;0.8882978558540344;1.1648848056793213
1;0.8481222987174988;0.9787071347236633;0.8989361524581909;0.26942962408065796
2;0.8650714755058289;0.38037195801734924;0.8909574747085571;0.24823787808418274
3;0.8816882967948914;0.3163507878780365;0.8723404407501221;0.3387148678302765
4;0.8777002096176147;0.32128846645355225;0.8856382966041565;0.2742595076560974
5;0.8820205926895142;0.3069031536579132;0.896276593208313;0.26443368196487427
6;0.8816882967948914;0.3111588954925537;0.8882978558540344;0.28248631954193115
7;0.8800265789031982;0.3050639033317566;0.8989361524581909;0.27694636583328247
8;0.8873379826545715;0.27331170439720154;0.875;0.290890634059906
9;0.8846793174743652;0.29931771755218506;0.9069148898124695;0.24686354398727417
10;0.8813559412956238;0.31256771087646484;0.8882978558540344;0.2769060730934143
11;0.8909937143325806;0.2837512791156769;0.8617021441459656;0.34471839666366577
12;0.8903290033340454;0.2815651297569275;0.896276593208313;0.24639184772968292
13;0.8853439688682556;0.2810038626194;0.8696808218955994;0.3316240608692169
14;0.8856763243675232;0.27409520745277405;0.9069148898124695;0.27360543608665466
15;0.8866733312606812;0.27349087595939636;0.8909574747085571;0.31247827410697937
16;0.890661358833313;0.27534157037734985;0.896276593208313;0.28809770941734314
17;0.891658365726471;0.2577758729457855;0.8936170339584351;0.290811151266098
18;0.8889996409416199;0.2571850121021271;0.9069148898124695;0.24175816774368286
19;0.8866733312606812;0.2734345495700836;0.9228723645210266;0.21675807237625122
20;0.8853439688682556;0.28485941886901855;0.917553186416626;0.21984486281871796
21;0.890661358833313;0.25292444229125977;0.9015957713127136;0.26987168192863464
22;0.891658365726471;0.26943036913871765;0.8882978558540344;0.2883855402469635
23;0.8953140377998352;0.2588315010070801;0.9042553305625916;0.287289023399353
24;0.9019607901573181;0.25038713216781616;0.8989361524581909;0.2812744379043579
25;0.9036224484443665;0.2573945224285126;0.9042553305625916;0.2689047157764435
26;0.9016284346580505;0.24450072646141052;0.8856382966041565;0.32554686069488525
27;0.8926553726196289;0.2634340226650238;0.914893627166748;0.2696249186992645
28;0.9022931456565857;0.25308987498283386;0.9202127456665039;0.22915661334991455
29;0.887005627155304;0.25673913955688477;0.8909574747085571;0.3163624703884125
30;0.8949817419052124;0.2531358003616333;0.914893627166748;0.23024506866931915
31;0.8986374139785767;0.25148531794548035;0.8776595592498779;0.2822047173976898
32;0.9009637832641602;0.2632966935634613;0.914893627166748;0.26888570189476013
33;0.8893319964408875;0.26688167452812195;0.9122340679168701;0.26276126503944397
34;0.899302065372467;0.24754346907138824;0.9069148898124695;0.26920822262763977
35;0.8949817419052124;0.26896753907203674;0.9095744490623474;0.2563832998275757
36;0.9009637832641602;0.23620736598968506;0.9042553305625916;0.32256773114204407
37;0.8996344208717346;0.2515585422515869;0.9228723645210266;0.24625952541828156
38;0.8876703381538391;0.2584112286567688;0.8803191781044006;0.28652697801589966
39;0.9012961387634277;0.24718165397644043;0.8909574747085571;0.2869075834751129
40;0.8913260102272034;0.2451867014169693;0.917553186416626;0.23305876553058624
41;0.9006314277648926;0.24484588205814362;0.8856382966041565;0.2650151252746582
42;0.8973080515861511;0.2493213266134262;0.8909574747085571;0.27975815534591675
43;0.9012961387634277;0.24190962314605713;0.8909574747085571;0.24011029303073883
44;0.8963110446929932;0.2612018287181854;0.8856382966041565;0.3128589987754822
45;0.904951810836792;0.258949339389801;0.8723404407501221;0.34581518173217773
46;0.9029577970504761;0.24093225598335266;0.8909574747085571;0.2786372900009155
47;0.9082751870155334;0.24725747108459473;0.9042553305625916;0.25165778398513794
48;0.903954803943634;0.24042749404907227;0.9069148898124695;0.24026718735694885
49;0.9046194553375244;0.2300119549036026;0.9122340679168701;0.20983752608299255
