epoch;accuracy;loss;val_accuracy;val_loss
0;0.8035892248153687;4.24901008605957;0.813829779624939;0.9580744504928589
1;0.8547690510749817;0.4576667845249176;0.8643617033958435;0.30144038796424866
2;0.8670654892921448;0.334409236907959;0.875;0.2891405522823334
3;0.8886673450469971;0.2875697910785675;0.8643617033958435;0.3250550925731659
4;0.8836823105812073;0.30634748935699463;0.8430851101875305;0.3880433142185211
5;0.8846793174743652;0.28898727893829346;0.8590425252914429;0.3189466595649719
6;0.8909937143325806;0.28213268518447876;0.8643617033958435;0.30148211121559143
7;0.8943170309066772;0.26940497756004333;0.8882978558540344;0.28566041588783264
8;0.8939847350120544;0.2702682912349701;0.8643617033958435;0.34093931317329407
9;0.8886673450469971;0.2743930220603943;0.7978723645210266;0.5083109736442566
10;0.8919907212257385;0.2734925448894501;0.8882978558540344;0.2985073924064636
11;0.8969757556915283;0.26025882363319397;0.8404255509376526;0.4375961124897003
12;0.8919907212257385;0.2762562036514282;0.8909574747085571;0.26179906725883484
13;0.8983050584793091;0.2764756977558136;0.853723406791687;0.3516806662082672
14;0.8909937143325806;0.2763819694519043;0.8643617033958435;0.37023529410362244
15;0.8973080515861511;0.2640416920185089;0.9015957713127136;0.2645660638809204
16;0.8939847350120544;0.267795205116272;0.8829787373542786;0.26517221331596375
17;0.8999667763710022;0.2662605345249176;0.9095744490623474;0.23981973528862
18;0.8963110446929932;0.25497695803642273;0.8617021441459656;0.3206673562526703
19;0.8976404070854187;0.26256781816482544;0.896276593208313;0.24524140357971191
20;0.9026254415512085;0.24926337599754333;0.8803191781044006;0.2934466302394867
21;0.9129278659820557;0.25081774592399597;0.9042553305625916;0.25402548909187317
22;0.9076104760169983;0.23551422357559204;0.8696808218955994;0.310222327709198
23;0.8983050584793091;0.2520986497402191;0.8457446694374084;0.38077613711357117
24;0.9042871594429016;0.2506023943424225;0.875;0.3429761826992035
25;0.9036224484443665;0.2506975531578064;0.8457446694374084;0.3955696225166321
26;0.90594881772995;0.2454194873571396;0.8484042286872864;0.40294188261032104
27;0.9102692008018494;0.2464403212070465;0.8696808218955994;0.3156602680683136
28;0.903954803943634;0.2486877590417862;0.8776595592498779;0.33281058073043823
29;0.8979727625846863;0.25455793738365173;0.8430851101875305;0.35673364996910095
30;0.9009637832641602;0.25107720494270325;0.7207446694374084;0.7440729141235352
31;0.9052841663360596;0.23575416207313538;0.9015957713127136;0.2542625367641449
32;0.9052841663360596;0.2348896563053131;0.8882978558540344;0.2729657292366028
33;0.9032901525497437;0.2415311187505722;0.8776595592498779;0.313282310962677
34;0.9125955700874329;0.24078290164470673;0.8377659320831299;0.3792867958545685
35;0.8969757556915283;0.26123982667922974;0.8776595592498779;0.2781108617782593
36;0.9099368453025818;0.24331803619861603;0.8510638475418091;0.3490590751171112
37;0.904951810836792;0.24855144321918488;0.875;0.4392280876636505
38;0.9125955700874329;0.24934805929660797;0.8643617033958435;0.315459668636322
39;0.9092721939086914;0.23080448806285858;0.8484042286872864;0.3744272291660309
40;0.909604549407959;0.2343139797449112;0.875;0.3152156472206116
41;0.9056164622306824;0.24148303270339966;0.8510638475418091;0.33443161845207214
42;0.9009637832641602;0.23602861166000366;0.8856382966041565;0.3062813878059387
43;0.9006314277648926;0.2441561222076416;0.8430851101875305;0.40391746163368225
44;0.9082751870155334;0.23569566011428833;0.8723404407501221;0.3468160331249237
45;0.909604549407959;0.2312568873167038;0.8670212626457214;0.3171784281730652
46;0.909604549407959;0.22765618562698364;0.8670212626457214;0.315375953912735
47;0.9089398384094238;0.24354761838912964;0.8457446694374084;0.3461773693561554
48;0.9135925769805908;0.23342037200927734;0.875;0.30959418416023254
49;0.9106015563011169;0.243238627910614;0.875;0.28789156675338745
